1,@acdlite/react,Yes,https://github.com/acdlite/react,https://github.com/acdlite/react,Yes,https://www.npmjs.com/package/@acdlite/react/v/0.1.0,Yes
2,@bmv437/react,No,Doesn't Exist,https://github.com/facebook/react,No,https://www.npmjs.com/package/@bmv437/react/v/16.5.0-future.d66505d,Yes
3,@de-pa/react,Yes,https://github.com/John-Oldman-Wang/de-pa-react,https://github.com/John-Oldman-Wang/de-pa-react,Yes,https://www.npmjs.com/package/@de-pa/react/v/0.0.6,Yes
4,@dothq/react,No,Doesn't Exist,https://github.com/facebook/react,No,https://www.npmjs.com/package/@dothq/react/v/18.0.0-rc.1-next-5d08a24c2-20220225-dothq-2,Yes
5,@expert-elm/react,No,Doesn't Exist,https://github.com/facebook/react,No,https://www.npmjs.com/package/@expert-elm/react/v/17.0.2,Yes
6,@jimpick/react,No,Doesn't Exist,https://github.com/facebook/react,No,https://www.npmjs.com/package/@jimpick/react/v/16.13.1-3,Yes
7,@keix/react,No,Doesn't Exist,https://github.com/facebook/react,No,https://www.npmjs.com/package/@keix/react/v/16.12.0,Yes
8,@levibuzolic/react,No,Doesn't Exist,https://github.com/facebook/react,No,https://www.npmjs.com/package/@levibuzolic/react/v/0.13.4-inputmode,Yes
9,@lujjjh/react,No,Doesn't Exist,https://github.com/facebook/react,No,https://www.npmjs.com/package/@lujjjh/react/v/0.0.0-experimental-94c0244ba,Yes
10,@pika/react,No,Doesn't Exist,https://github.com/facebook/react,No,https://www.npmjs.com/package/@pika/react/v/16.13.1,Yes
11,@tejaskumar/react,No,Doesn't Exist,https://github.com/facebook/react,No,https://www.npmjs.com/package/@tejaskumar/react/v/16.4.3-unstable-suspense-1,Yes
12,@timdorr/react,No,Doesn't Exist,https://github.com/facebook/react,No,https://www.npmjs.com/package/@timdorr/react/v/16.2.0,Yes
13,@xavescor/react,No,Doesn't Exist,https://github.com/facebook/react,No,https://www.npmjs.com/package/@xavescor/react/v/16.2.1-path.1,Yes
14,@512ks/jquery-ui,No,Doesn't Exist,https://github.com/jquery/jquery-ui,No,https://www.npmjs.com/package/@512ks/jquery-ui/v/1.11.4,Yes
15,@behance/jquery-ui,No,Doesn't Exist,https://github.com/jquery/jquery-ui,No,https://www.npmjs.com/package/@behance/jquery-ui/v/1.11.4,Yes
16,@jrrucker/jquery-ui,No,Doesn't Exist,https://github.com/jquery/jquery-ui,No,https://www.npmjs.com/package/@jrrucker/jquery-ui/v/1.11.4,Yes
17,@mizchi/jquery-ui,No,Doesn't Exist,https://github.com/jquery/jquery-ui,No,https://www.npmjs.com/package/@mizchi/jquery-ui/v/1.11.4,Yes
18,@oizulain/jquery-ui,No,Doesn't Exist,https://github.com/jquery/jquery-ui,No,https://www.npmjs.com/package/@oizulain/jquery-ui/v/1.11.4,Yes
19,@regru/jquery-ui,No,Doesn't Exist,https://github.com/jquery/jquery-ui,No,https://www.npmjs.com/package/@regru/jquery-ui/v/1.12.2-pre,Yes
20,@carpages/typeahead.js,No,Doesn't Exist,https://github.com/twitter/typeahead.js,No,https://www.npmjs.com/package/@carpages/typeahead.js/v/0.12.0,Yes
21,@eins78/typeahead.js,No,Doesn't Exist,https://github.com/twitter/typeahead.js,No,https://www.npmjs.com/package/@eins78/typeahead.js/v/0.11.2-pre.1,Yes
22,@elisardo/typeahead.js,No,Doesn't Exist,https://github.com/twitter/typeahead.js,No,https://www.npmjs.com/package/@elisardo/typeahead.js/v/0.11.1,Yes
23,@arch-inc/fabric,No,Doesn't Exist,https://github.com/fabricjs/fabric.js,No,https://www.npmjs.com/package/@arch-inc/fabric/v/4.0.0-beta.7a,Yes
24,@dualis/fabric,No,Doesn't Exist,https://github.com/fabricjs/fabric.js,No,https://www.npmjs.com/package/@dualis/fabric/v/5.2.12,Yes
25,@goldenbss/fabric,No,Doesn't Exist,https://github.com/fabricjs/fabric.js,No,https://www.npmjs.com/package/@goldenbss/fabric/v/5.3.1,Yes
26,@idkmsb/fabric,No,Doesn't Exist,https://github.com/fabricjs/fabric.js,No,https://www.npmjs.com/package/@idkmsb/fabric/v/1.0.2,Yes
27,@kyohxt/fabric,No,Doesn't Exist,https://github.com/fabricjs/fabric.js,No,https://www.npmjs.com/package/@kyohxt/fabric/v/5.3.3,Yes
28,@octarin/fabric,No,Doesn't Exist,https://github.com/fabricjs/fabric.js,No,https://www.npmjs.com/package/@octarin/fabric/v/5.3.13,Yes
29,@pappaya/fabric,Yes,https://github.com/muthukswamy/fabric.js,https://github.com/fabricjs/fabric.js,Yes,https://www.npmjs.com/package/@pappaya/fabric/v/3.6.5,Yes
30,@quarkunlimit/fabric,No,Doesn't Exist,https://github.com/fabricjs/fabric.js,No,https://www.npmjs.com/package/@quarkunlimit/fabric/v/3.6.3,Yes
31,@tai-fe/fabric,No,Doesn't Exist,https://github.com/fabricjs/fabric.js,No,https://www.npmjs.com/package/@tai-fe/fabric/v/4.2.1,Yes
32,@zinggi/fabric,No,Doesn't Exist,https://github.com/fabricjs/fabric.js,No,https://www.npmjs.com/package/@zinggi/fabric/v/4.5.0,Yes
33,@zityspace/fabric,No,Doesn't Exist,https://github.com/fabricjs/fabric.js,No,https://www.npmjs.com/package/@zityspace/fabric/v/6.0.0-beta1,Yes
34,@zmoai/fabric,No,Doesn't Exist,https://github.com/fabricjs/fabric.js,No,https://www.npmjs.com/package/@zmoai/fabric/v/5.2.2,Yes
35,@amory/chokidar,No,Doesn't Exist,https://github.com/paulmillr/chokidar,No,https://www.npmjs.com/package/@amory/chokidar/v/2.0.4,Yes
36,@danielkalen/chokidar,No,Doesn't Exist,https://github.com/paulmillr/chokidar,No,https://www.npmjs.com/package/@danielkalen/chokidar/v/1.7.0?activeTab=dependencies,Yes
37,@itper/chokidar,No,Doesn't Exist,https://github.com/paulmillr/chokidar,No,https://www.npmjs.com/package/@itper/chokidar/v/2.1.2,Yes
38,@jaen/chokidar,No,Doesn't Exist,https://github.com/paulmillr/chokidar,No,https://www.npmjs.com/package/@jaen/chokidar/v/3.5.2,Yes
39,@teambit/chokidar,No,Doesn't Exist,https://github.com/paulmillr/chokidar,No,https://www.npmjs.com/package/@teambit/chokidar/v/3.5.6,Yes
40,@types/chokidar,No,Doesn't Exist,https://github.com/paulmillr/chokidar,No,https://www.npmjs.com/package/@types/chokidar/v/2.1.3,Yes
41,@vilic/chokidar,No,Doesn't Exist,https://github.com/paulmillr/chokidar,No,https://www.npmjs.com/package/@vilic/chokidar/v/3.5.3,Yes
42,@adminarchitect/bootstrap,No,Doesn't Exist,https://github.com/twbs/bootstrap,No,https://www.npmjs.com/package/@adminarchitect/bootstrap/v/3.3.7,Yes
43,@ancine/bootstrap,Yes,https://github.com/agencianacionaldocinema/bootstrap,https://github.com/agencianacionaldocinema/bootstrap,Yes,https://www.npmjs.com/package/@ancine/bootstrap/v/4.0.0-beta,Yes
44,@charescape/bootstrap,No,Doesn't Exist,https://github.com/twbs/bootstrap,No,https://www.npmjs.com/package/@charescape/bootstrap/v/5.0.312,Yes
45,@coding-blocks/bootstrap,No,Doesn't Exist,https://github.com/twbs/bootstrap,No,https://www.npmjs.com/package/@coding-blocks/bootstrap/v/4.5.2,Yes
46,@diyhub/bootstrap,No,Doesn't Exist,https://github.com/twbs/bootstrap,No,https://www.npmjs.com/package/@diyhub/bootstrap/v/4.0.0-beta.3,Yes
47,@duying/bootcss-plus,No,Doesn't Exist,https://github.com/twbs/bootstrap,No,https://www.npmjs.com/package/@duying/bootcss-plus/v/5.3.0-alpha1-2,Yes
48,@emasphere/bootstrap,No,Doesn't Exist,https://github.com/twbs/bootstrap,No,https://www.npmjs.com/package/@emasphere/bootstrap/v/4.5.2-sass2,Yes
